date,product_name,category,quantity_sold,price,day_of_week,is_holiday,weather_condition
2023-05-30,Tuna,fish,39,1519.8,Tuesday,0,cloudy
2023-05-31,Tuna,fish,60,1399.61,Wednesday,1,cloudy
2023-05-31,Potato,vegetable,183,177.17,Wednesday,0,rainy
2023-06-01,Chicken,meat,60,1068.93,Thursday,0,cloudy
2023-06-02,Tuna,fish,39,2201.51,Friday,0,sunny
2023-06-02,Carrot,vegetable,94,306.66,Friday,0,sunny
2023-06-02,Pork,meat,46,1539.85,Friday,0,sunny
2023-06-03,Beans,vegetable,146,120.38,Saturday,0,rainy
2023-06-04,Tuna,fish,66,2373.28,Sunday,1,cloudy
2023-06-04,Potato,vegetable,189,192.44,Sunday,0,cloudy
2023-06-05,Potato,vegetable,116,341.21,Monday,0,cloudy
2023-06-05,Tomato,vegetable,130,151.1,Monday,0,cloudy
2023-06-05,Chicken,meat,75,1448.91,Monday,1,sunny
2023-06-05,Tomato,vegetable,109,272.63,Monday,0,cloudy
2023-06-05,Beans,vegetable,63,326.15,Monday,0,cloudy
2023-06-06,Beans,vegetable,69,290.63,Tuesday,0,cloudy
2023-06-06,Tomato,vegetable,133,144.03,Tuesday,0,cloudy
2023-06-06,Seer Fish,fish,50,1645.76,Tuesday,1,rainy
2023-06-07,Carrot,vegetable,107,180.65,Wednesday,0,sunny
2023-06-07,Carrot,vegetable,87,338.04,Wednesday,0,sunny
2023-06-08,Pork,meat,48,803.34,Thursday,0,cloudy
2023-06-08,Seer Fish,fish,44,1763.39,Thursday,1,rainy
2023-06-08,Carrot,vegetable,105,147.12,Thursday,0,sunny
2023-06-09,Carrot,vegetable,136,156.52,Friday,0,rainy
2023-06-09,Potato,vegetable,135,323.01,Friday,0,rainy
2023-06-10,Pork,meat,64,939.05,Saturday,0,sunny
2023-06-11,Tomato,vegetable,185,263.22,Sunday,0,rainy
2023-06-11,Potato,vegetable,221,333.38,Sunday,1,cloudy
2023-06-13,Tomato,vegetable,150,185.06,Tuesday,0,rainy
2023-06-13,Pork,meat,46,1273.69,Tuesday,0,cloudy
2023-06-13,Seer Fish,fish,31,1497.43,Tuesday,0,cloudy
2023-06-13,Carrot,vegetable,137,134.11,Tuesday,0,rainy
2023-06-13,Tuna,fish,52,1371.34,Tuesday,0,rainy
2023-06-14,Chicken,meat,64,1303.63,Wednesday,0,cloudy
2023-06-14,Carrot,vegetable,91,270.85,Wednesday,0,sunny
2023-06-14,Beans,vegetable,70,325.66,Wednesday,0,sunny
2023-06-15,Seer Fish,fish,35,1457.35,Thursday,0,rainy
2023-06-15,Pork,meat,49,1441.01,Thursday,0,rainy
2023-06-15,Seer Fish,fish,30,1560.77,Thursday,0,sunny
2023-06-16,Beans,vegetable,85,188.82,Friday,0,cloudy
2023-06-16,Chicken,meat,42,1505.13,Friday,0,cloudy
2023-06-17,Potato,vegetable,155,338.25,Saturday,0,cloudy
2023-06-17,Tuna,fish,72,1527.2,Saturday,0,rainy
2023-06-17,Seer Fish,fish,47,1309.43,Saturday,0,cloudy
2023-06-18,Carrot,vegetable,152,128.01,Sunday,0,sunny
2023-06-18,Pork,meat,64,1212.8,Sunday,0,rainy
2023-06-19,Chicken,meat,46,1427.88,Monday,0,sunny
2023-06-19,Potato,vegetable,167,329.89,Monday,1,cloudy
2023-06-19,Tuna,fish,42,1675.61,Monday,0,cloudy
2023-06-20,Chicken,meat,63,1239.97,Tuesday,0,cloudy
2023-06-20,Beans,vegetable,92,139.33,Tuesday,0,cloudy
2023-06-21,Pork,meat,53,1446.77,Wednesday,0,rainy
2023-06-21,Tuna,fish,75,1272.21,Wednesday,1,rainy
2023-06-21,Chicken,meat,78,835.21,Wednesday,0,rainy
2023-06-22,Seer Fish,fish,29,1636.45,Thursday,0,sunny
2023-06-22,Tuna,fish,61,1315.26,Thursday,1,sunny
2023-06-22,Tomato,vegetable,105,305.42,Thursday,0,sunny
2023-06-22,Carrot,vegetable,116,136.01,Thursday,0,sunny
2023-06-22,Chicken,meat,60,936.96,Thursday,0,cloudy
2023-06-23,Chicken,meat,52,1376.25,Friday,0,cloudy
2023-06-23,Seer Fish,fish,29,1540.54,Friday,0,cloudy
2023-06-24,Beans,vegetable,89,342.43,Saturday,0,cloudy
2023-06-24,Pork,meat,58,1464.29,Saturday,0,cloudy
2023-06-24,Pork,meat,71,869.18,Saturday,0,rainy
2023-06-25,Carrot,vegetable,168,156.7,Sunday,0,rainy
2023-06-26,Potato,vegetable,140,349.32,Monday,0,rainy
2023-06-26,Carrot,vegetable,117,107.19,Monday,0,sunny
2023-06-26,Tomato,vegetable,152,293.96,Monday,1,cloudy
2023-06-27,Tuna,fish,49,1682.57,Tuesday,0,rainy
2023-06-27,Chicken,meat,60,1408.17,Tuesday,0,sunny
2023-06-28,Carrot,vegetable,123,188.78,Wednesday,0,rainy
2023-06-28,Beans,vegetable,78,227.19,Wednesday,0,sunny
2023-06-28,Tuna,fish,37,2168.18,Wednesday,0,sunny
2023-06-29,Tomato,vegetable,124,226.56,Thursday,0,cloudy
2023-06-29,Seer Fish,fish,32,1215.2,Thursday,0,sunny
2023-06-29,Pork,meat,56,905.73,Thursday,0,rainy
2023-06-29,Potato,vegetable,113,345.2,Thursday,0,sunny
2023-06-30,Carrot,vegetable,83,342.9,Friday,0,cloudy
2023-06-30,Chicken,meat,56,1428.39,Friday,0,sunny
2023-06-30,Tuna,fish,43,2361.02,Friday,0,rainy
2023-07-01,Chicken,meat,90,1384.4,Saturday,0,rainy
2023-07-01,Tuna,fish,53,2191.77,Saturday,0,sunny
2023-07-01,Carrot,vegetable,143,131.04,Saturday,0,sunny
2023-07-02,Pork,meat,52,1371.53,Sunday,0,cloudy
2023-07-03,Tuna,fish,51,1863.44,Monday,1,cloudy
2023-07-03,Tomato,vegetable,109,286.53,Monday,0,cloudy
2023-07-03,Potato,vegetable,136,247.58,Monday,0,sunny
2023-07-03,Chicken,meat,71,1388.74,Monday,0,rainy
2023-07-04,Carrot,vegetable,101,180.3,Tuesday,0,cloudy
2023-07-04,Chicken,meat,79,940.06,Tuesday,0,rainy
2023-07-04,Chicken,meat,50,1583.42,Tuesday,0,sunny
2023-07-05,Tomato,vegetable,142,221.05,Wednesday,0,rainy
2023-07-06,Potato,vegetable,180,153.03,Thursday,0,rainy
2023-07-06,Carrot,vegetable,136,141.93,Thursday,0,rainy
2023-07-07,Tuna,fish,53,1764.3,Friday,0,rainy
2023-07-07,Carrot,vegetable,97,215.66,Friday,0,sunny
2023-07-07,Potato,vegetable,157,257.45,Friday,0,rainy
2023-07-07,Potato,vegetable,122,346.56,Friday,0,cloudy
2023-07-09,Beans,vegetable,94,256.7,Sunday,0,sunny
2023-07-09,Seer Fish,fish,38,2034.78,Sunday,0,rainy
2023-07-09,Tomato,vegetable,147,303.22,Sunday,0,cloudy
2023-07-10,Tuna,fish,44,2083.94,Monday,0,cloudy
2023-07-10,Chicken,meat,60,958.42,Monday,0,sunny
2023-07-10,Pork,meat,47,1200.52,Monday,0,cloudy
2023-07-11,Tomato,vegetable,142,212.21,Tuesday,0,rainy
2023-07-11,Pork,meat,84,855.59,Tuesday,1,rainy
2023-07-11,Chicken,meat,57,1089.78,Tuesday,0,sunny
2023-07-11,Beans,vegetable,82,310.5,Tuesday,0,rainy
2023-07-11,Potato,vegetable,198,111.15,Tuesday,0,rainy
2023-07-12,Beans,vegetable,74,251.25,Wednesday,0,sunny
2023-07-12,Seer Fish,fish,27,1887.41,Wednesday,0,rainy
2023-07-13,Tomato,vegetable,129,145.09,Thursday,0,sunny
2023-07-13,Seer Fish,fish,32,2273.71,Thursday,0,cloudy
2023-07-13,Tuna,fish,36,2050.98,Thursday,0,cloudy
2023-07-14,Pork,meat,53,1226.04,Friday,0,rainy
2023-07-14,Beans,vegetable,70,281.64,Friday,0,cloudy
2023-07-14,Chicken,meat,71,1234.9,Friday,0,rainy
2023-07-14,Pork,meat,50,1220.95,Friday,0,cloudy
2023-07-14,Tomato,vegetable,123,223.76,Friday,0,cloudy
2023-07-14,Beans,vegetable,61,330.91,Friday,0,cloudy
2023-07-14,Seer Fish,fish,39,1316.32,Friday,0,rainy
2023-07-15,Pork,meat,74,1363.73,Saturday,1,sunny
2023-07-16,Potato,vegetable,187,185.96,Sunday,0,sunny
2023-07-16,Carrot,vegetable,125,345.74,Sunday,0,rainy
2023-07-16,Seer Fish,fish,43,2383.92,Sunday,1,cloudy
2023-07-18,Seer Fish,fish,41,1417.63,Tuesday,0,sunny
2023-07-18,Chicken,meat,71,852.29,Tuesday,0,sunny
2023-07-18,Beans,vegetable,93,269.58,Tuesday,0,rainy
2023-07-18,Beans,vegetable,72,343.89,Tuesday,0,sunny
2023-07-19,Pork,meat,45,1425.03,Wednesday,0,sunny
2023-07-19,Potato,vegetable,137,332.43,Wednesday,0,rainy
2023-07-20,Tuna,fish,45,1411.29,Thursday,0,sunny
2023-07-20,Tuna,fish,38,1634.67,Thursday,0,sunny
2023-07-20,Potato,vegetable,185,126.74,Thursday,0,rainy
2023-07-21,Beans,vegetable,85,162.51,Friday,0,cloudy
2023-07-21,Seer Fish,fish,29,1239.35,Friday,0,cloudy
2023-07-22,Pork,meat,72,1139.21,Saturday,0,rainy
2023-07-23,Tomato,vegetable,167,313.33,Sunday,0,rainy
2023-07-23,Seer Fish,fish,45,1427.48,Sunday,0,rainy
2023-07-23,Pork,meat,58,1422.37,Sunday,0,sunny
2023-07-24,Beans,vegetable,82,139.0,Monday,0,sunny
2023-07-24,Tomato,vegetable,105,322.84,Monday,0,cloudy
2023-07-24,Pork,meat,43,1304.6,Monday,0,sunny
2023-07-24,Chicken,meat,73,1465.83,Monday,0,rainy
2023-07-24,Seer Fish,fish,26,2237.22,Monday,0,cloudy
2023-07-25,Potato,vegetable,241,178.55,Tuesday,1,rainy
2023-07-26,Potato,vegetable,195,258.86,Wednesday,1,sunny
2023-07-26,Seer Fish,fish,40,1609.86,Wednesday,0,cloudy
2023-07-27,Potato,vegetable,153,168.86,Thursday,0,sunny
2023-07-27,Pork,meat,49,1401.71,Thursday,0,rainy
2023-07-27,Chicken,meat,50,1423.95,Thursday,0,sunny
2023-07-28,Tomato,vegetable,130,166.73,Friday,0,sunny
2023-07-28,Chicken,meat,53,1229.11,Friday,0,cloudy
2023-07-28,Chicken,meat,86,1098.64,Friday,1,sunny
2023-07-29,Tuna,fish,74,1551.8,Saturday,1,cloudy
2023-07-29,Seer Fish,fish,64,1412.49,Saturday,1,rainy
2023-07-29,Tomato,vegetable,153,328.78,Saturday,0,rainy
2023-07-30,Pork,meat,72,947.83,Sunday,0,sunny
2023-07-30,Beans,vegetable,132,139.26,Sunday,0,rainy
2023-07-30,Beans,vegetable,110,174.93,Sunday,0,cloudy
2023-07-30,Pork,meat,74,1032.88,Sunday,0,rainy
2023-07-31,Carrot,vegetable,95,262.9,Monday,0,cloudy
2023-07-31,Pork,meat,53,1596.17,Monday,0,cloudy
2023-07-31,Pork,meat,54,962.21,Monday,0,cloudy
2023-08-01,Carrot,vegetable,123,218.65,Tuesday,0,rainy
2023-08-01,Potato,vegetable,144,182.65,Tuesday,0,cloudy
2023-08-01,Chicken,meat,63,1401.8,Tuesday,0,rainy
2023-08-01,Carrot,vegetable,100,272.67,Tuesday,0,rainy
2023-08-02,Tomato,vegetable,133,296.08,Wednesday,0,rainy
2023-08-03,Potato,vegetable,144,158.43,Thursday,0,cloudy
2023-08-03,Beans,vegetable,82,315.26,Thursday,0,rainy
2023-08-03,Beans,vegetable,90,150.14,Thursday,0,cloudy
2023-08-03,Tuna,fish,40,1435.3,Thursday,0,rainy
2023-08-03,Potato,vegetable,117,299.42,Thursday,0,sunny
2023-08-04,Potato,vegetable,121,339.75,Friday,0,cloudy
2023-08-04,Seer Fish,fish,34,1201.68,Friday,0,cloudy
2023-08-04,Tomato,vegetable,117,245.25,Friday,0,cloudy
2023-08-05,Beans,vegetable,115,153.16,Saturday,0,cloudy
2023-08-05,Tomato,vegetable,173,285.24,Saturday,0,rainy
2023-08-05,Pork,meat,55,1237.14,Saturday,0,cloudy
2023-08-06,Tuna,fish,55,1968.74,Sunday,0,rainy
2023-08-06,Potato,vegetable,231,155.02,Sunday,0,rainy
2023-08-07,Tomato,vegetable,112,308.92,Monday,0,cloudy
2023-08-07,Chicken,meat,67,1535.92,Monday,0,rainy
2023-08-07,Potato,vegetable,155,119.48,Monday,0,cloudy
2023-08-07,Tuna,fish,39,2085.63,Monday,0,sunny
2023-08-08,Potato,vegetable,188,119.52,Tuesday,0,rainy
2023-08-09,Chicken,meat,55,1455.3,Wednesday,0,sunny
2023-08-09,Carrot,vegetable,125,219.13,Wednesday,0,rainy
2023-08-09,Potato,vegetable,147,306.14,Wednesday,0,rainy
2023-08-09,Chicken,meat,71,1281.72,Wednesday,0,rainy
2023-08-09,Potato,vegetable,147,285.38,Wednesday,0,rainy
2023-08-10,Potato,vegetable,124,309.25,Thursday,0,cloudy
2023-08-10,Potato,vegetable,124,274.19,Thursday,0,cloudy
2023-08-10,Seer Fish,fish,36,1321.47,Thursday,0,rainy
2023-08-11,Beans,vegetable,101,205.06,Friday,0,rainy
2023-08-11,Potato,vegetable,136,202.82,Friday,0,sunny
2023-08-11,Seer Fish,fish,32,2275.91,Friday,0,sunny
2023-08-13,Carrot,vegetable,139,162.97,Sunday,0,cloudy
2023-08-13,Tuna,fish,61,1966.52,Sunday,0,rainy
2023-08-14,Carrot,vegetable,121,119.8,Monday,0,cloudy
2023-08-15,Seer Fish,fish,32,2324.03,Tuesday,0,cloudy
2023-08-16,Tuna,fish,47,1609.63,Wednesday,0,rainy
2023-08-17,Potato,vegetable,146,182.99,Thursday,0,cloudy
2023-08-18,Tomato,vegetable,125,159.4,Friday,0,cloudy
2023-08-18,Seer Fish,fish,32,2137.48,Friday,0,sunny
2023-08-18,Tuna,fish,44,1582.42,Friday,0,cloudy
2023-08-19,Tomato,vegetable,159,206.43,Saturday,0,cloudy
2023-08-19,Tuna,fish,64,2307.79,Saturday,0,rainy
2023-08-19,Chicken,meat,82,1161.03,Saturday,0,sunny
2023-08-20,Carrot,vegetable,126,241.06,Sunday,0,cloudy
2023-08-21,Beans,vegetable,82,144.86,Monday,0,cloudy
2023-08-23,Tuna,fish,32,2166.05,Wednesday,0,sunny
2023-08-23,Carrot,vegetable,108,258.91,Wednesday,0,rainy
2023-08-23,Seer Fish,fish,20,2286.5,Wednesday,0,sunny
2023-08-24,Seer Fish,fish,35,1817.45,Thursday,0,sunny
2023-08-24,Pork,meat,39,805.75,Thursday,0,sunny
2023-08-25,Seer Fish,fish,24,2048.6,Friday,0,cloudy
2023-08-26,Carrot,vegetable,148,276.74,Saturday,0,rainy
2023-08-26,Tuna,fish,48,2295.88,Saturday,0,sunny
2023-08-26,Pork,meat,66,1349.9,Saturday,0,cloudy
2023-08-27,Pork,meat,63,815.94,Sunday,0,rainy
2023-08-27,Beans,vegetable,104,258.99,Sunday,0,sunny
2023-08-27,Carrot,vegetable,109,344.81,Sunday,0,sunny
2023-08-28,Tuna,fish,60,1522.99,Monday,1,cloudy
2023-08-28,Tomato,vegetable,111,263.87,Monday,0,sunny
2023-08-28,Tomato,vegetable,134,110.91,Monday,0,cloudy
2023-08-28,Pork,meat,42,1403.51,Monday,0,sunny
2023-08-28,Carrot,vegetable,99,261.34,Monday,0,sunny
2023-08-28,Tomato,vegetable,134,270.88,Monday,0,rainy
2023-08-29,Tomato,vegetable,156,154.65,Tuesday,0,rainy
2023-08-29,Tomato,vegetable,132,275.56,Tuesday,0,rainy
2023-08-30,Seer Fish,fish,22,1711.49,Wednesday,0,sunny
2023-08-30,Tomato,vegetable,150,181.13,Wednesday,0,rainy
2023-08-30,Tomato,vegetable,130,154.5,Wednesday,0,sunny
2023-08-30,Potato,vegetable,155,145.2,Wednesday,0,sunny
2023-08-30,Pork,meat,56,1080.27,Wednesday,0,cloudy
2023-08-30,Seer Fish,fish,32,1885.17,Wednesday,0,sunny
2023-08-31,Potato,vegetable,249,197.12,Thursday,1,rainy
2023-08-31,Tuna,fish,43,2013.97,Thursday,0,cloudy
2023-09-02,Seer Fish,fish,45,1219.12,Saturday,0,sunny
2023-09-02,Tuna,fish,53,2370.78,Saturday,0,rainy
2023-09-02,Potato,vegetable,181,197.19,Saturday,0,cloudy
2023-09-03,Seer Fish,fish,39,1398.14,Sunday,0,cloudy
2023-09-03,Pork,meat,95,840.61,Sunday,1,sunny
2023-09-04,Pork,meat,56,853.83,Monday,0,rainy
2023-09-04,Chicken,meat,74,1397.15,Monday,0,rainy
2023-09-06,Chicken,meat,73,811.49,Wednesday,0,rainy
2023-09-06,Pork,meat,72,1231.45,Wednesday,1,cloudy
2023-09-07,Potato,vegetable,132,237.82,Thursday,0,cloudy
2023-09-07,Tuna,fish,43,1360.05,Thursday,0,cloudy
2023-09-07,Chicken,meat,58,1324.85,Thursday,0,sunny
2023-09-07,Chicken,meat,64,1579.11,Thursday,0,rainy
2023-09-08,Potato,vegetable,163,252.82,Friday,0,rainy
2023-09-08,Chicken,meat,51,1169.81,Friday,0,cloudy
2023-09-09,Potato,vegetable,254,121.16,Saturday,0,rainy
2023-09-09,Tomato,vegetable,161,345.96,Saturday,0,rainy
2023-09-10,Pork,meat,64,1369.76,Sunday,0,rainy
2023-09-11,Tomato,vegetable,134,149.6,Monday,0,sunny
2023-09-11,Pork,meat,49,851.22,Monday,0,cloudy
2023-09-11,Carrot,vegetable,103,318.7,Monday,0,rainy
2023-09-11,Pork,meat,37,1471.38,Monday,0,sunny
2023-09-11,Carrot,vegetable,93,261.16,Monday,0,cloudy
2023-09-12,Pork,meat,49,952.17,Tuesday,0,rainy
2023-09-12,Carrot,vegetable,195,111.54,Tuesday,1,rainy
2023-09-12,Beans,vegetable,102,212.98,Tuesday,0,rainy
2023-09-12,Pork,meat,52,1286.45,Tuesday,0,rainy
2023-09-12,Seer Fish,fish,30,1869.69,Tuesday,0,cloudy
2023-09-12,Chicken,meat,74,1199.94,Tuesday,0,rainy
2023-09-12,Tomato,vegetable,127,173.87,Tuesday,0,sunny
2023-09-13,Carrot,vegetable,92,291.68,Wednesday,0,cloudy
2023-09-13,Beans,vegetable,66,327.19,Wednesday,0,sunny
2023-09-13,Seer Fish,fish,35,1548.08,Wednesday,0,rainy
2023-09-13,Chicken,meat,71,1371.95,Wednesday,0,rainy
2023-09-13,Chicken,meat,65,1369.12,Wednesday,0,cloudy
2023-09-14,Pork,meat,64,886.27,Thursday,0,rainy
2023-09-14,Potato,vegetable,164,104.69,Thursday,0,cloudy
2023-09-14,Potato,vegetable,150,224.32,Thursday,0,sunny
2023-09-15,Pork,meat,45,1376.72,Friday,0,cloudy
2023-09-15,Pork,meat,49,896.52,Friday,0,sunny
2023-09-16,Carrot,vegetable,163,225.16,Saturday,0,rainy
2023-09-17,Carrot,vegetable,157,244.41,Sunday,0,rainy
2023-09-18,Beans,vegetable,88,340.41,Monday,0,rainy
2023-09-19,Carrot,vegetable,185,195.45,Tuesday,1,rainy
2023-09-19,Carrot,vegetable,110,122.56,Tuesday,0,sunny
2023-09-20,Pork,meat,54,1124.69,Wednesday,0,sunny
2023-09-20,Carrot,vegetable,110,122.98,Wednesday,0,sunny
2023-09-21,Tuna,fish,37,2089.71,Thursday,0,cloudy
2023-09-21,Potato,vegetable,118,337.88,Thursday,0,cloudy
2023-09-22,Beans,vegetable,89,198.02,Friday,0,cloudy
2023-09-22,Tomato,vegetable,107,335.39,Friday,0,sunny
2023-09-23,Chicken,meat,90,1097.5,Saturday,0,rainy
2023-09-23,Seer Fish,fish,47,1720.56,Saturday,0,rainy
2023-09-23,Chicken,meat,96,1238.85,Saturday,0,rainy
2023-09-23,Seer Fish,fish,32,1241.83,Saturday,0,cloudy
2023-09-24,Tomato,vegetable,192,181.84,Sunday,0,rainy
2023-09-24,Chicken,meat,75,871.25,Sunday,0,cloudy
2023-09-26,Chicken,meat,58,839.83,Tuesday,0,cloudy
2023-09-26,Chicken,meat,60,1071.85,Tuesday,0,sunny
2023-09-26,Tomato,vegetable,161,305.6,Tuesday,1,sunny
2023-09-27,Carrot,vegetable,98,229.24,Wednesday,0,sunny
2023-09-27,Beans,vegetable,84,213.52,Wednesday,0,cloudy
2023-09-28,Chicken,meat,73,1126.67,Thursday,0,rainy
2023-09-28,Chicken,meat,68,928.74,Thursday,0,sunny
2023-09-29,Chicken,meat,52,1152.46,Friday,0,sunny
2023-09-29,Potato,vegetable,141,171.31,Friday,0,cloudy
2023-09-29,Tomato,vegetable,136,341.09,Friday,1,cloudy
2023-09-29,Tuna,fish,50,1330.08,Friday,0,cloudy
2023-09-30,Carrot,vegetable,140,286.61,Saturday,0,rainy
2023-09-30,Tuna,fish,57,2081.16,Saturday,0,sunny
2023-10-01,Chicken,meat,69,1482.73,Sunday,0,cloudy
2023-10-01,Tuna,fish,68,1416.5,Sunday,0,rainy
2023-10-01,Beans,vegetable,141,127.89,Sunday,0,rainy
2023-10-01,Seer Fish,fish,34,2072.5,Sunday,0,cloudy
2023-10-01,Chicken,meat,73,1429.9,Sunday,0,sunny
2023-10-01,Tuna,fish,44,2302.13,Sunday,0,rainy
2023-10-01,Tomato,vegetable,203,167.81,Sunday,0,rainy
2023-10-02,Beans,vegetable,89,235.51,Monday,0,cloudy
2023-10-02,Chicken,meat,58,1104.0,Monday,0,sunny
2023-10-02,Beans,vegetable,72,312.93,Monday,0,sunny
2023-10-02,Seer Fish,fish,35,1405.33,Monday,0,sunny
2023-10-02,Seer Fish,fish,33,1647.15,Monday,0,sunny
2023-10-02,Tomato,vegetable,171,122.56,Monday,0,rainy
2023-10-03,Tomato,vegetable,138,251.24,Tuesday,0,rainy
2023-10-03,Chicken,meat,56,1557.69,Tuesday,0,sunny
2023-10-04,Tomato,vegetable,134,155.64,Wednesday,0,sunny
2023-10-04,Pork,meat,53,1244.27,Wednesday,0,sunny
2023-10-04,Potato,vegetable,136,216.22,Wednesday,0,cloudy
2023-10-05,Carrot,vegetable,104,134.32,Thursday,0,cloudy
2023-10-06,Tomato,vegetable,168,121.7,Friday,0,rainy
2023-10-07,Tomato,vegetable,198,189.02,Saturday,0,rainy
2023-10-07,Beans,vegetable,142,167.58,Saturday,0,rainy
2023-10-07,Potato,vegetable,221,222.65,Saturday,0,rainy
2023-10-08,Seer Fish,fish,46,1218.31,Sunday,0,cloudy
2023-10-08,Seer Fish,fish,47,2016.21,Sunday,0,rainy
2023-10-08,Carrot,vegetable,123,266.66,Sunday,0,cloudy
2023-10-08,Pork,meat,53,1543.28,Sunday,0,cloudy
2023-10-08,Pork,meat,49,1478.13,Sunday,0,cloudy
2023-10-08,Chicken,meat,78,1423.29,Sunday,0,sunny
2023-10-08,Carrot,vegetable,157,244.66,Sunday,0,rainy
2023-10-09,Potato,vegetable,157,145.72,Monday,0,cloudy
2023-10-09,Pork,meat,58,1364.51,Monday,1,cloudy
2023-10-09,Carrot,vegetable,114,211.5,Monday,0,cloudy
2023-10-09,Chicken,meat,78,855.1,Monday,0,rainy
2023-10-09,Potato,vegetable,140,202.09,Monday,0,sunny
2023-10-10,Tuna,fish,38,1950.95,Tuesday,0,sunny
2023-10-10,Tomato,vegetable,157,174.94,Tuesday,0,rainy
2023-10-11,Potato,vegetable,136,256.69,Wednesday,0,sunny
2023-10-11,Tuna,fish,44,1432.46,Wednesday,0,cloudy
2023-10-12,Seer Fish,fish,28,2239.14,Thursday,0,cloudy
2023-10-12,Chicken,meat,65,1383.28,Thursday,0,cloudy
2023-10-13,Pork,meat,42,1568.42,Friday,0,sunny
2023-10-13,Potato,vegetable,147,160.97,Friday,0,cloudy
2023-10-13,Chicken,meat,72,936.47,Friday,0,sunny
2023-10-13,Carrot,vegetable,178,156.22,Friday,1,rainy
2023-10-14,Carrot,vegetable,125,238.95,Saturday,0,sunny
2023-10-14,Tomato,vegetable,173,155.52,Saturday,0,sunny
2023-10-14,Seer Fish,fish,47,1354.4,Saturday,0,rainy
2023-10-15,Potato,vegetable,161,314.56,Sunday,0,sunny
2023-10-15,Tuna,fish,54,1415.23,Sunday,0,sunny
2023-10-16,Carrot,vegetable,91,251.87,Monday,0,sunny
2023-10-16,Beans,vegetable,75,294.7,Monday,0,sunny
2023-10-16,Pork,meat,56,867.52,Monday,0,rainy
2023-10-19,Seer Fish,fish,29,2280.14,Thursday,0,rainy
2023-10-19,Chicken,meat,75,896.48,Thursday,0,rainy
2023-10-20,Beans,vegetable,67,319.47,Friday,0,cloudy
2023-10-20,Potato,vegetable,144,341.93,Friday,0,rainy
2023-10-20,Pork,meat,38,826.89,Friday,0,cloudy
2023-10-20,Tomato,vegetable,115,302.08,Friday,0,sunny
2023-10-20,Potato,vegetable,150,302.09,Friday,0,rainy
2023-10-20,Potato,vegetable,156,141.62,Friday,0,sunny
2023-10-21,Carrot,vegetable,120,338.15,Saturday,0,cloudy
2023-10-22,Tomato,vegetable,148,252.21,Sunday,0,cloudy
2023-10-22,Pork,meat,56,1397.41,Sunday,0,sunny
2023-10-22,Chicken,meat,111,859.09,Sunday,1,cloudy
2023-10-22,Tuna,fish,42,2311.78,Sunday,0,cloudy
2023-10-22,Tuna,fish,61,1611.93,Sunday,0,rainy
2023-10-23,Chicken,meat,95,1444.54,Monday,1,rainy
2023-10-23,Tuna,fish,50,1474.81,Monday,0,rainy
2023-10-23,Pork,meat,51,1352.19,Monday,0,rainy
2023-10-23,Chicken,meat,58,894.04,Monday,0,sunny
2023-10-24,Seer Fish,fish,37,1686.04,Tuesday,1,sunny
2023-10-24,Tuna,fish,52,1211.12,Tuesday,0,sunny
2023-10-24,Tuna,fish,38,2346.96,Tuesday,0,cloudy
2023-10-24,Chicken,meat,102,828.26,Tuesday,1,cloudy
2023-10-25,Tuna,fish,53,1545.16,Wednesday,0,rainy
2023-10-25,Carrot,vegetable,109,158.87,Wednesday,0,sunny
2023-10-25,Chicken,meat,81,1171.76,Wednesday,0,rainy
2023-10-25,Seer Fish,fish,38,1333.66,Wednesday,0,cloudy
2023-10-25,Beans,vegetable,65,300.4,Wednesday,0,cloudy
2023-10-26,Potato,vegetable,144,341.94,Thursday,0,rainy
2023-10-26,Carrot,vegetable,105,284.89,Thursday,0,rainy
2023-10-26,Tuna,fish,71,1967.54,Thursday,1,rainy
2023-10-26,Carrot,vegetable,148,312.73,Thursday,1,rainy
2023-10-26,Carrot,vegetable,119,203.87,Thursday,0,rainy
2023-10-27,Tuna,fish,39,1529.82,Friday,0,sunny
2023-10-27,Potato,vegetable,128,255.24,Friday,0,cloudy
2023-10-28,Pork,meat,60,835.05,Saturday,0,sunny
2023-10-28,Seer Fish,fish,35,1764.94,Saturday,0,cloudy
2023-10-29,Tuna,fish,60,1643.07,Sunday,0,sunny
2023-10-29,Beans,vegetable,109,336.75,Sunday,0,rainy
2023-10-29,Tuna,fish,74,1582.46,Sunday,1,sunny
2023-10-29,Potato,vegetable,202,106.99,Sunday,0,cloudy
2023-10-29,Seer Fish,fish,53,2143.05,Sunday,1,sunny
2023-10-30,Chicken,meat,73,953.47,Monday,0,rainy
2023-10-30,Carrot,vegetable,103,211.48,Monday,0,sunny
2023-10-30,Seer Fish,fish,33,1809.23,Monday,0,cloudy
2023-10-30,Tomato,vegetable,98,330.14,Monday,0,cloudy
2023-10-30,Beans,vegetable,68,301.06,Monday,0,sunny
2023-11-01,Tomato,vegetable,124,176.35,Wednesday,0,cloudy
2023-11-01,Pork,meat,49,1487.53,Wednesday,0,rainy
2023-11-02,Chicken,meat,63,879.55,Thursday,0,cloudy
2023-11-03,Beans,vegetable,101,226.83,Friday,0,rainy
2023-11-03,Beans,vegetable,71,238.79,Friday,0,cloudy
2023-11-03,Tomato,vegetable,130,272.58,Friday,0,rainy
2023-11-04,Potato,vegetable,241,131.04,Saturday,0,rainy
